typology_code,all_forms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
Dressel 16,Dressel 16,Dres. 16|Dres.16,Greek wine amphora,Griekse wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-100,50,certain,Dressel 1899; Callender 1965
Dressel 17,Dressel 17,Dres. 17|Dres.17,Pannonian amphora,Pannonische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,200,certain,Dressel 1899; Callender 1965
Dressel 18,Dressel 18,Dres. 18|Dres.18,Spanish olive oil amphora,Spaanse olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
Dressel 19,Dressel 19,Dres. 19|Dres.19,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,80,certain,Dressel 1899; Callender 1965
Dressel 1s,Dressel 1s,Dres. 1s|Dres.1s,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-150,-10,certain,Dressel 1899; Callender 1965
Dressel 2,Dressel 2|Dressel 2-4|Dressel 3|Dressel 4,Dres. 2-4|Dres.2-4|Dres. 2|Dres. 3|Dres. 4,Italian/Spanish wine amphora,Italische/Spaanse wijnamfoor,Italische/Spanische Weinamphore,Amphore à vin italique/espagnole,amphora,amphora,Italian then Spanish (Tarraconensis),-30,150,certain,Dressel 1899
Dressel 20,Dressel 20,Dres. 20|Dres.20,Baetican olive oil amphora,Baeticaanse olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,260,certain,Dressel 1899; Callender 1965
Dressel 20s,Dressel 20s,Dres. 20s|Dres.20s,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",30,300,certain,Dressel 1899; Callender 1965
Dressel 21,Dressel 21,Dres. 21|Dres.21,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,250,certain,Dressel 1899; Callender 1965
Dressel 21-22,Dressel 21-22,Dres. 21-22|Dres.21-22,Sicilian fish amphora,Siciliaanse fish amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
Dressel 22,Dressel 22,Dres. 22|Dres.22,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,250,certain,Dressel 1899; Callender 1965
Dressel 23,Dressel 23,Dres. 23|Dres.23,Late Roman Spanish olive oil amphora,laat-Romeins Spaanse olijfolieamfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,420,certain,Dressel 1899; Callender 1965
Dressel 24,Dressel 24,Dres. 24|Dres.24,Pontic amphora,Pontische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",100,300,certain,Dressel 1899; Callender 1965
Dressel 25,Dressel 25,Dres. 25|Dres.25,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",100,300,certain,Dressel 1899; Callender 1965
Dressel 26,Dressel 26,Dres. 26|Dres.26,Spanish amphora,Spaanse amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
Dressel 27,Dressel 27,Dres. 27|Dres.27,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,250,certain,Dressel 1899; Callender 1965
Dressel 28,Dressel 28,Dres. 28|Dres.28,Spanish olive oil amphora,Spaanse olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,100,certain,Dressel 1899; Callender 1965
Dressel 29,Dressel 29,Dres. 29|Dres.29,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,80,certain,Dressel 1899; Callender 1965
Dressel 30,Dressel 30,Dres. 30|Dres.30,Late Roman Eastern wine amphora,laat-Romeins Oosterse wijnamfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,450,certain,Dressel 1899; Callender 1965
Dressel 38,Dressel 38,Dres. 38|Dres.38,African amphora,Afrikaanse amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",100,400,certain,Dressel 1899; Callender 1965
Dressel 40,Dressel 40,Dres. 40|Dres.40,Tarraconensian wine amphora,Tarraconensisch wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,100,certain,Dressel 1899; Callender 1965
Dressel 43,Dressel 43,Dres. 43|Dres.43,African olive oil amphora,Afrikaanse olijfolieamfoor,Amphore,amphore,,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,450,certain,Dressel 1899; Callender 1965
Dressel 45,Dressel 45,Dres. 45|Dres.45,African olive oil amphora,Afrikaanse olijfolieamfoor,Amphore,amphore,,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,500,certain,Dressel 1899; Callender 1965
Dressel 4s,Dressel 4s,Dres. 4s|Dres.4s,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,150,certain,Dressel 1899; Callender 1965
Dressel 5,Dressel 5,Dres. 5|Dres.5,Eastern Mediterranean wine amphora,Oost-Mediterraans wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
Dressel 6A,Dressel 6A,Dres. 6A|Dres.6A,Adriatic wine amphora,Adriatische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,70,certain,Dressel 1899; Callender 1965
Dressel 6B,Dressel 6B,Dres. 6B|Dres.6B,Istrian olive oil amphora,Istrische olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
Dressel 7,Dressel 7,Dres. 7|Dres.7,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,60,certain,Dressel 1899; Callender 1965
Dressel 8,Dressel 8,Dres. 8|Dres.8,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,60,certain,Dressel 1899; Callender 1965
Dressel 9,Dressel 9,Dres. 9|Dres.9,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,70,certain,Dressel 1899; Callender 1965
Déchelette 128,Déchelette 128,Déch. 128|Déch.128|Dec. 128|Dec.128|Dechelette 128|Dechelette128,Hemispherical bowl,halfbolvormige kom,Feinkeramik Schüssel,Céramique fine bol,fine ware,bowl,Central Gaulish (Lezoux and related centres),70,200,certain,Déchelette 1904
Déchelette 64,Déchelette 64,Déch. 64|Déch.64|Dec. 64|Dec.64,terra sigillata form,terra sigillata vorm,Terra Sigillata,Sigillée,terra sigillata,,Central Gaulish (Lezoux and related centres),100,200,certain,Déchelette 1904
Déchelette 67,Déchelette 67,Déch. 67|Déch.67|Dec. 67|Dec.67|Dechelette 67|Dechelette67,Sand-roughened ovoid beaker,zandruw ovoïde beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Central Gaulish (Lezoux and related centres),30,200,certain,Déchelette 1904
Déchelette 68,Déchelette 68,Déch. 68|Déch.68|Dec. 68|Dec.68|Dechelette 68|Dechelette68,Sand-roughened beaker,zandruw beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Central Gaulish (Lezoux and related centres),50,200,certain,Déchelette 1904
Déchelette 72,Déchelette 72,Déch. 72|Déch.72|Dec. 72|Dec.72|Dechelette 72|Dechelette72,Cylindrical beaker,cilindrische beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Central Gaulish (Lezoux and related centres),50,200,certain,Déchelette 1904
Déchelette 74,Déchelette 74,Déch. 74|Déch.74|Dec. 74|Dec.74|Dechelette 74|Dechelette74,Tall-necked beaker,langhalzige beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Central Gaulish (Lezoux and related centres),70,200,certain,Déchelette 1904
Déchelette 78,Déchelette 78,Déch. 78|Déch.78|Dec. 78|Dec.78|Dechelette 78|Dechelette78,Large decorated vase,groot versierd vat,Feinkeramik Vase,Céramique fine vase,fine ware,vase,Central Gaulish (Lezoux and related centres),50,200,certain,Déchelette 1904
Eifel 1,Eifel 1,Eifel 1|Eifel1,Eifel buff ware one-handled flagon,Eifel beige aardewerk éénhandige kruik,Eifelkeramik Krug,Céramique de l'Eifel flacon,Eifel ware,flagon,Rhineland — Eifel region,70,275,certain,Gilles 1985
Eifel 10,Eifel 10,Eifel 10|Eifel10,Eifel coarse ware wide-mouthed jar,Eifel ruwwandig wijdmondige pot,Eifelkeramik Topf,Céramique de l'Eifel pot,Eifel ware,jar,Rhineland — Eifel region,50,250,certain,Gilles 1985
Eifel 11,Eifel 11,Eifel 11|Eifel11,Eifel coarse ware storage jar,Eifel ruwwandig voorraadpot,Eifelkeramik Topf,Céramique de l'Eifel pot,Eifel ware,jar,Rhineland — Eifel region,50,300,certain,Gilles 1985
Eifel 12,Eifel 12,Eifel 12|Eifel12,Eifel coarse ware hemispherical bowl,Eifel ruwwandig halfbolvormige kom,Eifelkeramik Schüssel,Céramique de l'Eifel bol,Eifel ware,bowl,Rhineland — Eifel region,50,250,certain,Gilles 1985
Eifel 13,Eifel 13,Eifel 13|Eifel13,Eifel coarse ware carinated bowl,Eifel ruwwandig geknikt kom,Eifelkeramik Schüssel,Céramique de l'Eifel bol,Eifel ware,bowl,Rhineland — Eifel region,100,275,certain,Gilles 1985
Eifel 14,Eifel 14,Eifel 14|Eifel14,Eifel coarse ware flat-rimmed bowl,Eifel ruwwandig vlakrandig kom,Eifelkeramik Schüssel,Céramique de l'Eifel bol,Eifel ware,bowl,Rhineland — Eifel region,100,275,certain,Gilles 1985
Eifel 15,Eifel 15,Eifel 15|Eifel15,Eifel coarse ware lid,Eifel ruwwandig deksel,Eifelkeramik Deckel,Céramique de l'Eifel couvercle,Eifel ware,lid,Rhineland — Eifel region,50,300,certain,Gilles 1985
Eifel 16,Eifel 16,Eifel 16|Eifel16,Eifel flanged bowl,Eifel geflensd kom,Eifelkeramik Schüssel,Céramique de l'Eifel bol,Eifel ware,bowl,Rhineland — Eifel region,275,550,certain,Gilles 1985
Eifel 17,Eifel 17,Eifel 17|Eifel17,Eifel bead-rim bowl,Eifel parelrand kom,Eifelkeramik Schüssel,Céramique de l'Eifel bol,Eifel ware,bowl,Rhineland — Eifel region,300,550,certain,Gilles 1985
Eifel 18,Eifel 18,Eifel 18|Eifel18,Eifel carinated bowl,Eifel geknikt kom,Eifelkeramik Schüssel,Céramique de l'Eifel bol,Eifel ware,bowl,Rhineland — Eifel region,275,500,certain,Gilles 1985
Eifel 19,Eifel 19,Eifel 19|Eifel19,Eifel mortarium,Eifel mortarium,Eifelkeramik Reibschüssel,Céramique de l'Eifel mortier,Eifel ware,mortarium,Rhineland — Eifel region,250,500,certain,Gilles 1985
Eifel 2,Eifel 2,Eifel 2|Eifel2,Eifel buff ware two-handled flagon,Eifel beige aardewerk tweehandige kruik,Eifelkeramik Krug,Céramique de l'Eifel flacon,Eifel ware,flagon,Rhineland — Eifel region,70,250,certain,Gilles 1985
Eifel 20,Eifel 20,Eifel 20|Eifel20,Eifel trefoil-mouth jug,Eifel klaverbladmondige kruik,Eifelkeramik Krug,Céramique de l'Eifel cruche,Eifel ware,jug,Rhineland — Eifel region,275,500,certain,Gilles 1985
Eifel 21,Eifel 21,Eifel 21|Eifel21,Eifel globular jar with applied decoration,Eifel bolvormige pot with appliqué decoratie,Eifelkeramik Topf,Céramique de l'Eifel pot,Eifel ware,jar,Rhineland — Eifel region,300,550,certain,Gilles 1985
Eifel 22,Eifel 22,Eifel 22|Eifel22,Eifel coarse ware amphora jar,Eifel ruwwandig amfoor pot,Eifelkeramik Amphore,Céramique de l'Eifel amphore,Eifel ware,amphora,Rhineland — Eifel region,250,500,certain,Gilles 1985
Eifel 23,Eifel 23,Eifel 23|Eifel23,Eifel burnished beaker,Eifel gepolijst beker,Eifelkeramik Becher,Céramique de l'Eifel gobelet,Eifel ware,beaker,Rhineland — Eifel region,275,500,certain,Gilles 1985
Eifel 24,Eifel 24,Eifel 24|Eifel24,Eifel pilgrim flask,Eifel pelgrimsfles,Eifelkeramik Flasche,Céramique de l'Eifel flacon,Eifel ware,flask,Rhineland — Eifel region,350,600,certain,Gilles 1985
Eifel 25,Eifel 25,Eifel 25|Eifel25,Eifel coarse ware plate,Eifel ruwwandig bord,Eifelkeramik Teller,Céramique de l'Eifel assiette,Eifel ware,plate,Rhineland — Eifel region,275,500,certain,Gilles 1985
Eifel 3,Eifel 3,Eifel 3|Eifel3,Eifel buff ware ring-necked flagon,Eifel beige aardewerk ringhalsed kruik,Eifelkeramik Krug,Céramique de l'Eifel flacon,Eifel ware,flagon,Rhineland — Eifel region,70,250,certain,Gilles 1985
Eifel 4,Eifel 4,Eifel 4|Eifel4,Eifel buff ware small jug,Eifel beige aardewerk klein kruik,Eifelkeramik Krug,Céramique de l'Eifel cruche,Eifel ware,jug,Rhineland — Eifel region,70,250,certain,Gilles 1985
Eifel 5,Eifel 5,Eifel 5|Eifel5,Eifel buff ware narrow-necked flask,Eifel beige aardewerk smalhallige fles,Eifelkeramik Flasche,Céramique de l'Eifel flacon,Eifel ware,flask,Rhineland — Eifel region,70,250,certain,Gilles 1985
Eifel 6,Eifel 6,Eifel 6|Eifel6,Eifel buff ware storage vessel,Eifel beige aardewerk voorraadvat,Eifelkeramik Vorratsgefäß,Céramique de l'Eifel récipient de stockage,Eifel ware,storage vessel,Rhineland — Eifel region,70,275,certain,Gilles 1985
Eifel 7,Eifel 7,Eifel 7|Eifel7,Eifel buff ware mortarium,Eifel beige aardewerk mortarium,Eifelkeramik Reibschüssel,Céramique de l'Eifel mortier,Eifel ware,mortarium,Rhineland — Eifel region,70,250,certain,Gilles 1985
Eifel 8,Eifel 8,Eifel 8|Eifel8,Eifel coarse ware barrel-shaped cooking pot,Eifel ruwwandig tonvormig kookpot,Eifelkeramik Kochtopf,Céramique de l'Eifel pot culinaire,Eifel ware,cooking pot,Rhineland — Eifel region,50,250,certain,Gilles 1985
Eifel 9,Eifel 9,Eifel 9|Eifel9,Eifel coarse ware cooking pot with lid groove,Eifel ruwwandig kookpot with dekselgeul,Eifelkeramik Kochtopf,Céramique de l'Eifel pot culinaire,Eifel ware,cooking pot,Rhineland — Eifel region,100,300,certain,Gilles 1985
FG1a,FG1a,,Cheese strainer,kaasvorm,Käseform,Écumoire à fromage,fine ware,cheese strainer,,40,120,probable,
Gauloise 1,Gauloise 1,Gaul. 1|Gaul.1|Gauloise 1|Gauloise1,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),-25,50,certain,Laubenheimer 1985
Gauloise 12,Gauloise 12,Gaul. 12|Gaul.12|Gauloise 12|Gauloise12,Gallic amphora,Gallische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),1,200,certain,Laubenheimer 1985
Gauloise 13,Gauloise 13,Gaul. 13|Gaul.13|Gauloise 13|Gauloise13,Gallic amphora,Gallische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),50,200,certain,Laubenheimer 1985
Gauloise 14,Gauloise 14,Gaul. 14|Gaul.14|Gauloise 14|Gauloise14,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),20,150,certain,Laubenheimer 1985
Gauloise 2,Gauloise 2,Gaul. 2|Gaul.2|Gauloise 2|Gauloise2,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),-25,75,certain,Laubenheimer 1985
Gauloise 3,Gauloise 3,Gaul. 3|Gaul.3|Gauloise 3|Gauloise3,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),1,100,certain,Laubenheimer 1985
Gauloise 4,Gauloise 4,Gaul. 4|Gaul.4|Gauloise 4|Gauloise4,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),75,300,certain,Laubenheimer 1985
Gauloise 5,Gauloise 5,Gaul. 5|Gaul.5|Gauloise 5|Gauloise5,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),75,200,certain,Laubenheimer 1985
Gauloise 6,Gauloise 6,Gaul. 6|Gaul.6|Gauloise 6|Gauloise6,Gallic amphora,Gallische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),50,200,certain,Laubenheimer 1985
Gauloise 7,Gauloise 7,Gaul. 7|Gaul.7|Gauloise 7|Gauloise7,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),50,150,certain,Laubenheimer 1985
Gauloise 8,Gauloise 8,Gaul. 8|Gaul.8|Gauloise 8|Gauloise8,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),100,300,certain,Laubenheimer 1985
Gauloise 9,Gauloise 9,Gaul. 9|Gaul.9|Gauloise 9|Gauloise9,Gallic amphora,Gallische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),50,200,certain,Laubenheimer 1985
Gellep 1,Gellep 1,Gellep 1|Gellep1|Pirl. 1|Pirl.1,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),200,350,certain,Pirling 1966
Gellep 10,Gellep 10,Gellep 10|Gellep10|Pirl. 10|Pirl.10,Globular pot,bolvormige pot,Handgemachte Keramik Topf,Céramique faite à la main pot,handmade ware,jar,Rhineland / Lower Rhine (Krefeld-Gellep),450,650,certain,Pirling 1966
Gellep 105,Gellep 105,Gellep 105|Gellep105|Pirl. 105|Pirl.105,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),280,335,certain,Pirling 1966
Gellep 106,Gellep 106,Gellep 106|Gellep106|Pirl. 106|Pirl.106,bowl,kom,Schüssel,bol,,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),280,335,certain,Pirling 1966
Gellep 128,Gellep 128,Gellep 128|Gellep128|Pirl. 128|Pirl.128,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),280,335,certain,Pirling 1966
Gellep 131,Gellep 131,Gellep 131|Gellep131|Pirl. 131|Pirl.131,bowl,kom,Schüssel,bol,,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),400,520,certain,Pirling 1966
Gellep 131a,Gellep 131a,Gellep 131a|Gellep131a|Pirl. 131a|Pirl.131a,terra nigra footed bowl,terra nigra voetkom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),450,520,certain,Pirling 1966
Gellep 131b,Gellep 131b,Gellep 131b|Gellep131b|Pirl. 131b|Pirl.131b,bowl,kom,Schüssel,bol,,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),400,460,certain,Pirling 1966
Gellep 149,Gellep 149,Gellep 149|Gellep149|Pirl. 149|Pirl.149,pitcher,kan,,,,,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
Gellep 153,Gellep 153,Gellep 153|Gellep153|Pirl. 153|Pirl.153,pitcher,kan,,,,,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
Gellep 154,Gellep 154,Gellep 154|Gellep154|Pirl. 154|Pirl.154,pitcher,kan,,,,,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
Gellep 155,Gellep 155,Gellep 155|Gellep155|Pirl. 155|Pirl.155,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
Gellep 157/'Umbau' type 43,Gellep 157/'Umbau' type 43,Gellep 157/'Umbau' type 43|Gellep157/'Umbau' type 43|Pirl. 157/'Umbau' type 43|Pirl.157/'Umbau' type 43,convex-walled pottery,wolbwandvormig aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
Gellep 162,Gellep 162,Gellep 162|Gellep162|Pirl. 162|Pirl.162,carinated beaker,knikwandbeker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
Gellep 2,Gellep 2,Gellep 2|Gellep2|Pirl. 2|Pirl.2,Late Roman indented beaker,laat-Romeins ingedeukd beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),250,400,certain,Pirling 1966
Gellep 273,Gellep 273,Gellep 273|Gellep273|Pirl. 273|Pirl.273,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),350,450,certain,Pirling 1966
