id,typology_code,synonyms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
318,Dragendorff 18,,Drag. 18|Drag.18|Dr. 18|Dr.18|D. 18|D.18,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),40,120,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
319,Dragendorff 18/31,,Drag. 18/31|Drag.18/31|Dr. 18/31|Dr.18/31|D. 18/31|D.18/31,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),70,200,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
320,Dragendorff 19,,Drag. 19|Drag.19|Dr. 19|Dr.19|D. 19|D.19,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),10,80,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
321,Dragendorff 2,,Drag. 2|Drag.2|Dr. 2|Dr.2|D. 2|D.2,Terra sigillata two-handled cup,Terra sigillata tweehandige beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),-40,20,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
322,Dragendorff 20,,Drag. 20|Drag.20|Dr. 20|Dr.20|D. 20|D.20,Terra sigillata amphora,Terra sigillata amfoor,Terra Sigillata Amphore,Sigillée amphore,terra sigillata,amphora,Gaulish (South/Central/East — varies by type and period),-10,100,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
323,Dragendorff 21,,Drag. 21|Drag.21|Dr. 21|Dr.21|D. 21|D.21,Terra sigillata lid,Terra sigillata deksel,Terra Sigillata Deckel,Sigillée couvercle,terra sigillata,lid,Gaulish (South/Central/East — varies by type and period),10,80,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
324,Dragendorff 22,,Drag. 22|Drag.22|Dr. 22|Dr.22|D. 22|D.22,Terra sigillata lid,Terra sigillata deksel,Terra Sigillata Deckel,Sigillée couvercle,terra sigillata,lid,Gaulish (South/Central/East — varies by type and period),-20,60,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
325,Dragendorff 23,,Drag. 23|Drag.23|Dr. 23|Dr.23|D. 23|D.23,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),20,100,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
326,Dragendorff 24,,Drag. 24|Drag.24|Dr. 24|Dr.24|D. 24|D.24,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),15,80,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
327,Dragendorff 24/25,,Drag. 24/25|Drag.24/25|Dr. 24/25|Dr.24/25|D. 24/25|D.24/25,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),15,100,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
328,Dragendorff 25,,Drag. 25|Drag.25|Dr. 25|Dr.25|D. 25|D.25,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),30,100,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
329,Dragendorff 26,,Drag. 26|Drag.26|Dr. 26|Dr.26|D. 26|D.26,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),40,100,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
330,Dragendorff 27,,Drag. 27|Drag.27|Dr. 27|Dr.27|D. 27|D.27,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),15,200,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
331,Dragendorff 28,,Drag. 28|Drag.28|Dr. 28|Dr.28|D. 28|D.28,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),15,80,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
332,Dragendorff 29,,Drag. 29|Drag.29|Dr. 29|Dr.29|D. 29|D.29,Terra sigillata decorated bowl,Terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),15,100,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
333,Dragendorff 3,,Drag. 3|Drag.3|Dr. 3|Dr.3|D. 3|D.3,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),-30,20,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
334,Dragendorff 30,,Drag. 30|Drag.30|Dr. 30|Dr.30|D. 30|D.30,Terra sigillata decorated bowl,Terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),20,200,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
335,Dragendorff 31,Curle 15|Ludowici SA|Ludowici SMa,Drag. 31|Drag.31|Dr. 31|Dr.31|D. 31|D.31,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),100,260,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
336,Dragendorff 31R,,Drag. 31R|Drag.31R|Dr. 31R|Dr.31R|D. 31R|D.31R,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),120,280,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
337,Dragendorff 32,,Drag. 32|Drag.32|Dr. 32|Dr.32|D. 32|D.32,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),150,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
338,Dragendorff 33,,Drag. 33|Drag.33|Dr. 33|Dr.33|D. 33|D.33,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),40,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
339,Dragendorff 34,,Drag. 34|Drag.34|Dr. 34|Dr.34|D. 34|D.34,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),70,180,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
340,Dragendorff 35,,Drag. 35|Drag.35|Dr. 35|Dr.35|D. 35|D.35,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),70,200,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
341,Dragendorff 36,,Drag. 36|Drag.36|Dr. 36|Dr.36|D. 36|D.36,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),70,250,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
342,Dragendorff 37,,Drag. 37|Drag.37|Dr. 37|Dr.37|D. 37|D.37,Terra sigillata decorated bowl,Terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),70,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
343,Dragendorff 38,,Drag. 38|Drag.38|Dr. 38|Dr.38|D. 38|D.38,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),100,260,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
344,Dragendorff 39,,Drag. 39|Drag.39|Dr. 39|Dr.39|D. 39|D.39,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),60,160,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
345,Dragendorff 4,,Drag. 4|Drag.4|Dr. 4|Dr.4|D. 4|D.4,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),-20,60,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
346,Dragendorff 40,,Drag. 40|Drag.40|Dr. 40|Dr.40|D. 40|D.40,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),150,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
347,Dragendorff 41,,Drag. 41|Drag.41|Dr. 41|Dr.41|D. 41|D.41,Terra sigillata beaker,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Gaulish (South/Central/East — varies by type and period),70,200,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
348,Dragendorff 42,,Drag. 42|Drag.42|Dr. 42|Dr.42|D. 42|D.42,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),100,250,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
349,Dragendorff 43,,Drag. 43|Drag.43|Dr. 43|Dr.43|D. 43|D.43,Terra sigillata mortarium,Terra sigillata mortarium,Terra Sigillata Reibschüssel,Sigillée mortier,terra sigillata,mortarium,Gaulish (South/Central/East — varies by type and period),150,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
350,Dragendorff 44,,Drag. 44|Drag.44|Dr. 44|Dr.44|D. 44|D.44,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),150,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
351,Dragendorff 45,Curle 21,Drag. 45|Drag.45|Dr. 45|Dr.45|D. 45|D.45,Terra sigillata mortarium,Terra sigillata mortarium,Terra Sigillata Reibschüssel,Sigillée mortier,terra sigillata,mortarium,Gaulish (South/Central/East — varies by type and period),150,400,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
352,Dragendorff 46,,Drag. 46|Drag.46|Dr. 46|Dr.46|D. 46|D.46,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),150,300,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
353,Dragendorff 47,,Drag. 47|Drag.47|Dr. 47|Dr.47|D. 47|D.47,Terra sigillata tazza,Terra sigillata tazza,Terra Sigillata Tazza,Sigillée tasse,terra sigillata,tazza,Gaulish (South/Central/East — varies by type and period),200,400,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
354,Dragendorff 48,Chenet 304,Drag. 48|Drag.48|Dr. 48|Dr.48|D. 48|D.48,Terra sigillata dish,Terra sigillata schotel,Terra Sigillata Schale,Sigillée plat,terra sigillata,dish,Gaulish (South/Central/East — varies by type and period),200,400,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
355,Dragendorff 5,,Drag. 5|Drag.5|Dr. 5|Dr.5|D. 5|D.5,Terra sigillata goblet,Terra sigillata voetbeker,Terra Sigillata Kelch,Sigillée calice,terra sigillata,goblet,Gaulish (South/Central/East — varies by type and period),-20,60,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
356,Dragendorff 52,,Drag. 52|Drag.52|Dr. 52|Dr.52|D. 52|D.52,Terra sigillata two-handled cup,Terra sigillata tweehandige beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),50,200,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
357,Dragendorff 53,,Drag. 53|Drag.53|Dr. 53|Dr.53|D. 53|D.53,Terra sigillata jug,Terra sigillata kruik,Terra Sigillata Krug,Sigillée cruche,terra sigillata,jug,Gaulish (South/Central/East — varies by type and period),100,250,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
358,Dragendorff 54,,Drag. 54|Drag.54|Dr. 54|Dr.54|D. 54|D.54,Terra sigillata tazza,Terra sigillata tazza,Terra Sigillata Tazza,Sigillée tasse,terra sigillata,tazza,Gaulish (South/Central/East — varies by type and period),-30,50,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
359,Dragendorff 6,,Drag. 6|Drag.6|Dr. 6|Dr.6|D. 6|D.6,Terra sigillata small cup,Terra sigillata klein beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),-20,60,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
360,Dragendorff 7,,Drag. 7|Drag.7|Dr. 7|Dr.7|D. 7|D.7,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Gaulish (South/Central/East — varies by type and period),-10,70,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
361,Dragendorff 8,,Drag. 8|Drag.8|Dr. 8|Dr.8|D. 8|D.8,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Gaulish (South/Central/East — varies by type and period),-10,70,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
362,Dragendorff 9,,Drag. 9|Drag.9|Dr. 9|Dr.9|D. 9|D.9,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Gaulish (South/Central/East — varies by type and period),10,80,certain,Dragendorff 1895; Oswald & Pryce 1920; Webster 1996
363,Dressel 10,,Dres. 10|Dres.10,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,70,certain,Dressel 1899; Callender 1965
364,Dressel 11,,Dres. 11|Dres.11,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,80,certain,Dressel 1899; Callender 1965
365,Dressel 12,,Dres. 12|Dres.12,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-20,80,certain,Dressel 1899; Callender 1965
366,Dressel 13,,Dres. 13|Dres.13,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-20,80,certain,Dressel 1899; Callender 1965
367,Dressel 14,,Dres. 14|Dres.14,Lusitanian fish sauce amphora,Lusitaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,100,certain,Dressel 1899; Callender 1965
368,Dressel 15,,Dres. 15|Dres.15,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-20,80,certain,Dressel 1899; Callender 1965
369,Dressel 16,,Dres. 16|Dres.16,Greek wine amphora,Griekse wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-100,50,certain,Dressel 1899; Callender 1965
370,Dressel 17,,Dres. 17|Dres.17,Pannonian amphora,Pannonische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,200,certain,Dressel 1899; Callender 1965
371,Dressel 18,,Dres. 18|Dres.18,Spanish olive oil amphora,Spaanse olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
372,Dressel 19,,Dres. 19|Dres.19,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,80,certain,Dressel 1899; Callender 1965
373,Dressel 1A,,Dres. 1A|Dres.1A,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-140,-10,certain,Dressel 1899; Callender 1965
374,Dressel 1B,,Dres. 1B|Dres.1B,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-130,-10,certain,Dressel 1899; Callender 1965
375,Dressel 1C,,Dres. 1C|Dres.1C,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-100,-10,certain,Dressel 1899; Callender 1965
376,Dressel 2-4,,Dres. 2-4|Dres.2-4,Italian/Spanish wine amphora,Italische/Spaanse wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,250,certain,Dressel 1899; Callender 1965
377,Dressel 20,,Dres. 20|Dres.20,Baetican olive oil amphora,Baeticaanse olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,260,certain,Dressel 1899; Callender 1965
378,Dressel 21-22,,Dres. 21-22|Dres.21-22,Sicilian fish amphora,Siciliaanse fish amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
379,Dressel 23,,Dres. 23|Dres.23,Late Roman Spanish olive oil amphora,laat-Romeins Spaanse olijfolieamfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,420,certain,Dressel 1899; Callender 1965
380,Dressel 24,,Dres. 24|Dres.24,Pontic amphora,Pontische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",100,300,certain,Dressel 1899; Callender 1965
381,Dressel 25,,Dres. 25|Dres.25,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",100,300,certain,Dressel 1899; Callender 1965
382,Dressel 26,,Dres. 26|Dres.26,Spanish amphora,Spaanse amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
383,Dressel 28,,Dres. 28|Dres.28,Spanish olive oil amphora,Spaanse olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,100,certain,Dressel 1899; Callender 1965
384,Dressel 29,,Dres. 29|Dres.29,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,80,certain,Dressel 1899; Callender 1965
385,Dressel 30,,Dres. 30|Dres.30,Late Roman Eastern wine amphora,laat-Romeins Oosterse wijnamfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,450,certain,Dressel 1899; Callender 1965
386,Dressel 38,,Dres. 38|Dres.38,African amphora,Afrikaanse amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",100,400,certain,Dressel 1899; Callender 1965
387,Dressel 40,,Dres. 40|Dres.40,Tarraconensian wine amphora,Tarraconensisch wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-10,100,certain,Dressel 1899; Callender 1965
388,Dressel 43,,Dres. 43|Dres.43,African olive oil amphora,Afrikaanse olijfolieamfoor,Amphore,amphore,,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,450,certain,Dressel 1899; Callender 1965
389,Dressel 45,,Dres. 45|Dres.45,African olive oil amphora,Afrikaanse olijfolieamfoor,Amphore,amphore,,amphora,"varies by type (Italian, Spanish, Gallic, African)",200,500,certain,Dressel 1899; Callender 1965
390,Dressel 5,,Dres. 5|Dres.5,Eastern Mediterranean wine amphora,Oost-Mediterraans wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
391,Dressel 6A,,Dres. 6A|Dres.6A,Adriatic wine amphora,Adriatische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,70,certain,Dressel 1899; Callender 1965
392,Dressel 6B,,Dres. 6B|Dres.6B,Istrian olive oil amphora,Istrische olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,100,certain,Dressel 1899; Callender 1965
393,Dressel 7,,Dres. 7|Dres.7,Spanish fish sauce amphora,Spaanse vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,60,certain,Dressel 1899; Callender 1965
